ticker,name,theme,region,benchmark,universe_layer,price,ret_1d,ret_5d,ret_20d,ret_60d,ma5,ma20,ma60,ma20_slope,ma60_slope,bias20,dist_20d_high,dist_52w_high,last_price_date,calendar_staleness_days,volume_ratio20,atr_pct14,er20,vol20,maxdd20,keynes_legacy,keynes_v2,trend,rs_5d_vs_bench,rs_20d_vs_bench,rs_60d_vs_bench,rs_5d_vs_local,rs_5d_vs_global,rs_20d_vs_local,rs_20d_vs_global,rs_60d_vs_local,rs_60d_vs_global,local_benchmark,global_benchmark,local_rs_status,global_rs_basis,acceleration,r_rs20,r_rs60,r_accel,r_slope,r_volume,r_high,r_quality,leader_score_v1,raw_leader_state
WCLD,Cloud Software ETF,Software,US,SPY,CORE,38.779998779296875,-0.0023154143313871556,-0.07600672739157965,-0.07379986222628732,0.27565787058953073,39.35800018310547,40.65250015258789,36.411316585540774,0.001876621823027256,0.00432048695232531,-0.04606116146024575,-0.10932480560727198,-0.10932480560727198,2026-09-11,2,0.845298937292123,0.03084617621344363,0.21063403829416658,0.11016005018086973,-0.10127468347738422,-0.778456981447245,-0.1411107110132336,PULLBACK,-0.06452153645156311,-0.056329266800047906,0.2544286368820985,-0.06452153645156311,-0.06452153645156311,-0.056329266800047906,-0.056329266800047906,0.2544286368820985,0.2544286368820985,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.057556761835007825,0.2909090909090909,0.9227272727272727,0.08181818181818182,0.75,0.42272727272727273,0.6909090909090909,0.4,0.49590909090909097,WEAKENING
051910.KS,LG Chem,EV,KR,^KS11,CORE,273000.0,-0.0267379679144385,-0.03191489361702127,-0.00907441016333943,-0.24376731301939059,277600.0,273625.0,272116.6666666667,0.0020763470990858572,-0.004162475473339287,-0.0022841480127911984,-0.08999999999999997,-0.376,2026-09-11,2,1.0288233702774652,0.058084772370486655,0.015873015873015872,0.16528146679130107,-0.09982174688057044,-0.33411539350399755,-0.0008714725211315962,PULLBACK,-0.06521730173840146,-0.023248121546397216,-0.023293812025337757,-0.06521730173840146,-0.03729529686486155,-0.023248121546397216,0.0015406299157473269,-0.023293812025337757,-0.24173773142349086,^KS11,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.02964629107618641,0.509090909090909,0.5045454545454545,0.20909090909090908,0.759090909090909,0.7,0.18636363636363637,0.7090909090909091,0.495,WEAKENING
VGK,Europe ETF,Market_EU,US,SPY,CORE,90.0199966430664,0.006709891371139198,-0.018748651196365484,-0.025546662486659044,0.0137327435364889,90.51599884033203,91.67000045776368,90.10185012817382,-0.0006248682062230824,0.0008321004885450387,-0.01799938700183057,-0.03505203387683398,-0.03505203387683398,2026-09-11,2,0.6292833243737864,0.008117234645976116,0.2473796930006254,0.027191618529257056,-0.04045502922731814,-0.23568713057651025,-0.2324144668453827,BEAR,-0.0072634602563489414,-0.008076067060419634,-0.007496490170943337,-0.0072634602563489414,-0.0072634602563489414,-0.008076067060419634,-0.008076067060419634,-0.007496490170943337,-0.007496490170943337,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.012361985574700723,0.5954545454545455,0.5363636363636364,0.34545454545454546,0.5363636363636364,0.11818181818181818,0.9181818181818182,0.2863636363636364,0.49386363636363645,WEAKENING
EMR,Emerson Electric,Power_Grid,US,SPY,CORE,152.19000244140625,0.025746494910925843,0.013181516803409288,-0.07005588844464306,0.026181828582704902,151.1739990234375,154.5710006713867,148.90724487304686,-0.0028955738124192415,0.0015345957164763812,-0.015403912892059224,-0.076516992577914,-0.08201911279042395,2026-09-11,2,0.9094473693019075,0.023621781872696958,0.27398723870076586,0.07164827718758007,-0.09791936705884241,-0.673022989536596,-0.267897850208238,PULLBACK,0.02466670774342583,-0.052585293018403645,0.0049525948752726645,0.02466670774342583,0.02466670774342583,-0.052585293018403645,-0.052585293018403645,0.0049525948752726645,0.0049525948752726645,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.03069548891457005,0.3181818181818182,0.5909090909090909,0.7545454545454545,0.2727272727272727,0.5181818181818182,0.7863636363636364,0.25,0.49363636363636365,NEUTRAL
DLR,Digital Realty,AI_Infrastructure,US,SPY,CORE,188.5800018310547,0.01731675459039561,0.004206872427532149,-0.045551168724533464,-0.009818824610932975,188.18399963378906,190.18899993896486,187.35633341471353,-0.0016636037707419649,0.0002783729582330449,-0.008459995627646877,-0.06439767753899561,-0.09104930485614438,2026-09-11,2,0.6816811545535721,0.02635486309541004,0.19181605140382954,0.06670737185322913,-0.08433669817024125,-0.42051546649498295,-0.13098170530228537,PULLBACK,0.015692063367548692,-0.028080573298294054,-0.031048058318365213,0.015692063367548692,0.015692063367548692,-0.028080573298294054,-0.028080573298294054,-0.031048058318365213,-0.031048058318365213,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.015594664608665515,0.4772727272727273,0.4863636363636364,0.65,0.42272727272727273,0.17272727272727273,0.75,0.42727272727272725,0.4913636363636364,NEUTRAL
6857.T,Advantest,Semiconductor_Equipment,JP,^N225,CORE,31720.0,-0.06485849056603776,-0.04140223632517381,-0.13967995660428534,0.055222887558216804,33352.0,34309.5,31990.75,-0.0004600794455176484,0.003958059478710869,-0.07547472274442935,-0.17802539518009852,-0.18099664342886657,2026-09-11,2,1.2916533048228933,0.05661142136551973,0.26949241234955523,0.1409925511654744,-0.1604023292747485,-1.2801913961911908,-0.2669835260870704,BEAR,-0.02587490711915663,-0.07124454413822079,0.1394964289141818,-0.02587490711915663,-0.0058630122817926456,-0.07124454413822079,-0.09994732332723866,0.1394964289141818,0.12779964078701878,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.006482247174102479,0.22272727272727272,0.7681818181818182,0.42272727272727273,0.5545454545454546,0.8863636363636364,0.4863636363636364,0.2545454545454545,0.49090909090909096,WEAKENING
ROP.SW,Roche,Biotech,EU,^SSMI,CORE,344.20001220703125,-0.0037626274760310663,-0.034502069545494396,-0.04995853214403223,0.07899690347031729,348.9800048828125,358.65,348.8966669718424,-0.002041874989362229,0.0017821799928647393,-0.040289942263958545,-0.084087218234148,-0.084087218234148,2026-09-11,2,0.5669606535007549,0.020814301012338988,0.21319179497354782,0.05879043268142779,-0.08359955640637162,-0.4766058797874442,-0.18116466670255593,BEAR,0.008534395793885374,-0.0016093734678463978,0.07831118723879116,0.008534395793885374,-0.023016878605477853,-0.0016093734678463978,-0.03248793671779282,0.07831118723879116,0.04111648298093584,^SSMI,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.02201243650948634,0.6318181818181818,0.7,0.2545454545454545,0.36363636363636365,0.06818181818181818,0.7681818181818182,0.34545454545454546,0.4906818181818183,WEAKENING
SKYY,Cloud Computing ETF,Cloud_AI,US,SPY,CORE,158.47000122070312,0.01187664008110989,-0.033247907571503976,-0.061808076579588644,0.1710759137118456,158.87999877929687,161.18149948120117,147.23066647847494,0.0010722561166912343,0.0024126295949047027,-0.016822639504072145,-0.06147470836600921,-0.06258504371523388,2026-09-11,2,0.54064185600933,0.021500244228107816,0.2404423434023107,0.07522247257649098,-0.07281986137637508,-0.629264246566269,-0.19756434832521463,PULLBACK,-0.021762716631487433,-0.044337481153349234,0.14984668000441337,-0.021762716631487433,-0.021762716631487433,-0.044337481153349234,-0.044337481153349234,0.14984668000441337,0.14984668000441337,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.017795888426606815,0.38181818181818183,0.7772727272727272,0.29545454545454547,0.6954545454545454,0.05909090909090909,0.85,0.31363636363636366,0.48704545454545456,WEAKENING
GOOGL,Alphabet,Cloud_AI,US,SPY,CORE,338.5,0.01773900718043908,-0.010985828488112914,-0.02206496533222646,-0.0925182445920738,335.7139953613281,340.8903305053711,347.8812057495117,-0.0028535529770310304,-0.0014367969872978322,-0.0070120220242897435,-0.03663946270740304,-0.17055409180228165,2026-09-11,2,1.0769457029964642,0.021620473658388074,0.11514423740510697,0.05433541179966466,-0.04940952301405588,-0.2706083816478496,-0.046758707119341616,BEAR,0.0004993624519036288,-0.00459436990598705,-0.11374747829950604,0.0004993624519036288,0.0004993624519036288,-0.00459436990598705,-0.00459436990598705,-0.11374747829950604,-0.11374747829950604,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.005469587155056299,0.6181818181818182,0.2636363636363636,0.4409090909090909,0.2772727272727273,0.7454545454545455,0.5363636363636364,0.5681818181818182,0.4861363636363637,WEAKENING
HACK,Cybersecurity ETF,Cybersecurity,US,SPY,CORE,109.9000015258789,-0.005429850444534812,-0.01461487735370215,-0.09836736339164986,0.14586588812003654,110.45800018310547,112.30549964904785,109.2153330485026,-0.0022857849398725478,0.002207047193114847,-0.0214192370871068,-0.09688553438236824,-0.09895875685844846,2026-09-11,2,0.9692170421592683,0.03179124921649452,0.2641549235287622,0.11966866472613907,-0.11321686045499957,-0.929338296707774,-0.21713473125075766,PULLBACK,-0.003129686413685606,-0.08089676796541045,0.1246366544126043,-0.003129686413685606,-0.003129686413685606,-0.08089676796541045,-0.08089676796541045,0.1246366544126043,0.1246366544126043,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.009976963494210317,0.17272727272727273,0.75,0.6227272727272727,0.33636363636363636,0.6227272727272727,0.7227272727272728,0.29545454545454547,0.4843181818181818,NEUTRAL
5803.T,Fujikura,AI_Networking,JP,^N225,CORE,4982.0,-0.04357842196198891,-0.01405105877696422,-0.12056487202118271,0.05349968280820461,5201.6,5314.3,5183.4,-0.00039852525357776875,0.0018845285689267864,-0.0625294018026834,-0.2255557282760765,-0.3719904197655364,2026-09-11,2,0.7721978681117238,0.05981533520674428,0.16142755849680926,0.2085790784695286,-0.18542283645936164,-1.1924129523684797,-0.09330989988865578,BEAR,0.0014762704290529616,-0.05212945955511816,0.1377732241641696,0.0014762704290529616,0.017746552281159844,-0.05212945955511816,-0.11759884901820505,0.1377732241641696,0.13754062751733942,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.016090159228331458,0.32272727272727275,0.7636363636363637,0.6545454545454545,0.5636363636363636,0.29545454545454547,0.19545454545454546,0.4727272727272727,0.48431818181818176,WEAKENING
CIBR,Cybersecurity ETF,Cybersecurity,US,SPY,CORE,94.4000015258789,0.002548830229773147,-0.00965168035974373,-0.07632089682266319,0.1104980468092649,94.3280014038086,95.71100044250488,92.89681409200033,-0.0018953927973700045,0.0015376960318220093,-0.013697473754999745,-0.07767461716428181,-0.07767461716428181,2026-09-11,2,0.7118715004090123,0.02884911520557587,0.22021440275226808,0.11096787471745721,-0.09530330875354354,-0.7322445077221472,-0.15145789494584433,PULLBACK,0.0018335105802728124,-0.058850301396423776,0.08926881310183266,0.0018335105802728124,0.0018335105802728124,-0.058850301396423776,-0.058850301396423776,0.08926881310183266,0.08926881310183266,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.009428543845922066,0.2727272727272727,0.7136363636363636,0.6136363636363636,0.38181818181818183,0.22727272727272727,0.8,0.38636363636363635,0.48250000000000004,NEUTRAL
6861.T,Keyence,Industrials,JP,^N225,CORE,76000.0,-0.006535947712418277,-0.022130725681935193,-0.13301391740816793,0.005291005291005346,76886.0,80248.5,79094.5,-0.004777329883540644,0.0007280173811134927,-0.052941799535193845,-0.13271710601392217,-0.13557779799818015,2026-09-11,2,1.5425619554366683,0.026842105263157896,0.45653876272513705,0.09134873768784653,-0.13301391740816793,-1.1421336091196532,-0.6647711924193105,BEAR,-0.006603396475918011,-0.06457850494210338,0.08956454664697033,-0.006603396475918011,-0.013905934989709046,-0.06457850494210338,-0.10523516470304606,0.08956454664697033,0.013501572636954728,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.011122753670106789,0.2409090909090909,0.7181818181818181,0.6272727272727273,0.14545454545454545,0.9545454545454546,0.6136363636363636,0.07272727272727272,0.4765909090909091,WEAKENING
IGV,Software ETF,Software,US,SPY,CORE,101.5199966430664,0.003162052415751404,-0.050771392801475246,-0.044787374773264554,0.11108671983556517,102.35599975585937,104.04699974060058,97.12983309427896,0.0008110393030757666,0.0013704182072376582,-0.024287130852732375,-0.08184863052126279,-0.13942679254610857,2026-09-11,2,0.5271513442325335,0.02850951650084761,0.13607780673031183,0.10903195520080056,-0.08266862556028365,-0.45720076126084946,-0.055897078220143566,PULLBACK,-0.0392862018614587,-0.027316779347025144,0.08985748612813294,-0.0392862018614587,-0.0392862018614587,-0.027316779347025144,-0.027316779347025144,0.08985748612813294,0.08985748612813294,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.03957454910815911,0.4863636363636364,0.7227272727272728,0.14545454545454545,0.6863636363636364,0.05,0.6,0.5454545454545454,0.4761363636363637,WEAKENING
SOXX,Semiconductor ETF,Semiconductor,US,SPY,CORE,527.0700073242188,0.018630567970337797,0.04952209182132572,-0.04297850769849332,-0.10853457812405154,524.952001953125,520.6219985961914,545.7533360799154,-0.0019148400682248415,-0.0017672010531763621,0.012385202210843715,-0.06881384202503604,-0.19647839390867383,2026-09-11,2,0.8064177352093261,0.026553809637128927,0.1372729544574446,0.09540990324492031,-0.1051831414941038,-0.4600101219576038,-0.06183620912809504,BEAR,0.06100728276134226,-0.025507912272253908,-0.12976381183148378,0.06100728276134226,0.06100728276134226,-0.025507912272253908,-0.025507912272253908,-0.12976381183148378,-0.12976381183148378,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.06026671874594905,0.4954545454545455,0.23636363636363636,0.8954545454545455,0.37272727272727274,0.34545454545454546,0.4636363636363636,0.5181818181818182,0.47545454545454546,WEAKENING
7013.T,IHI,Defense,JP,^N225,CORE,2665.0,0.0005631687629059634,0.015431510763955103,-0.11988110964332888,-0.08623349905708899,2700.3,2724.0,2779.325,-0.0021531903972312914,0.000530533762481166,-0.021659324522760648,-0.13976759199483535,-0.4311119671114908,2026-09-11,2,1.0510183742796015,0.0442642723130528,0.2587312900926586,0.1464234897659806,-0.14134742404227207,-1.0343609429139224,-0.2118307261036493,BEAR,0.030958839969972285,-0.05144569717726433,-0.0019599577011240044,0.030958839969972285,0.02114611156892343,-0.05144569717726433,-0.08673108524602946,-0.0019599577011240044,0.0636657396804634,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.04540178817478732,0.33181818181818185,0.5818181818181818,0.8318181818181818,0.35454545454545455,0.7045454545454546,0.1,0.30454545454545456,0.4704545454545455,WEAKENING
GRID,Smart Grid ETF,Power_Grid,US,SPY,CORE,180.77999877929688,0.019972879578077807,0.01824944021453412,-0.039477220495858334,-0.05522940849756208,179.82200317382814,180.55400009155272,182.7212028503418,-0.002175875361701755,-0.0010751076258759238,0.0012516958230199826,-0.047674250458113354,-0.09240806451500194,2026-09-11,2,0.5691659514707029,0.015622762882882614,0.19978500667751206,0.05607954362668067,-0.07256868894820889,-0.372943423230678,-0.14063874722087322,BEAR,0.02973463115455066,-0.022006625069618924,-0.07645864220499432,0.02973463115455066,0.02973463115455066,-0.022006625069618924,-0.022006625069618924,-0.07645864220499432,-0.07645864220499432,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.028118745338498702,0.5136363636363637,0.35909090909090907,0.7454545454545455,0.35,0.07272727272727272,0.740909090909091,0.40454545454545454,0.46886363636363637,WEAKENING
TER,Teradyne,Semiconductor_Equipment,US,SPY,CORE,379.7200012207031,0.02574353363528581,0.12190513149942328,-0.07467147833596122,-0.07202677181245143,372.5380004882812,372.61314392089844,378.61632130940757,-0.003555460633190103,-0.0007522499018939457,0.019073018265059805,-0.1447737162678524,-0.22144275771999777,2026-09-11,2,1.0111490868226158,0.04592875467865182,0.12473386153358615,0.17493945998456845,-0.24299322449872673,-0.7445286522358456,-0.0532416290760676,REBOUND,0.13339032243943982,-0.057200882909721806,-0.09325600551988367,0.13339032243943982,0.13339032243943982,-0.057200882909721806,-0.057200882909721806,-0.09325600551988367,-0.09325600551988367,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.14057300108341358,0.2818181818181818,0.3090909090909091,0.9863636363636363,0.23636363636363636,0.6636363636363637,0.41363636363636364,0.5545454545454546,0.4670454545454546,NEUTRAL
SAF.PA,Safran,Defense,EU,^STOXX,CORE,330.20001220703125,0.025465876419351607,-0.003921531803827261,-0.07765359718706355,-0.009895015870970747,328.4200012207031,340.17000274658204,340.95666758219403,-0.004151805451826006,0.0018735434007643007,-0.02930884692668856,-0.09210887785434163,-0.09904498715680421,2026-09-11,2,1.0043177609793579,0.02275677918913026,0.3341344196415799,0.06680603945131254,-0.1082802698494193,-0.7365174495253832,-0.3883891313163413,BEAR,0.011484415471048393,-0.04710324383050024,-0.012971201469800908,0.011484415471048393,0.007563659136189282,-0.04710324383050024,-0.06018300176082414,-0.012971201469800908,-0.002093393562274004,^STOXX,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.015491867492938627,0.36818181818181817,0.5272727272727272,0.6454545454545455,0.16818181818181818,0.6590909090909091,0.7181818181818181,0.18181818181818182,0.4670454545454546,WEAKENING
CRWD,CrowdStrike,Cybersecurity,US,SPY,CORE,206.74000549316406,-0.01015031653256837,-0.03828439168630593,-0.08331482901536591,0.2170304697018639,209.30400390625,207.51350021362305,198.21770807902018,-0.0010175220941575837,0.00288812283845974,-0.0037274428876324928,-0.11604240988128578,-0.11604240988128578,2026-09-11,2,0.6393656229505197,0.06466335290935464,0.11923340252186837,0.26618918866864855,-0.1780250703400884,-0.875315414146433,-0.037318985769912175,PULLBACK,-0.026799200746289387,-0.0658442335891265,0.19580123599443167,-0.026799200746289387,-0.026799200746289387,-0.0658442335891265,-0.0658442335891265,0.19580123599443167,0.19580123599443167,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.017455684432464452,0.23636363636363636,0.8545454545454545,0.31363636363636366,0.5045454545454545,0.12727272727272726,0.6590909090909091,0.5909090909090909,0.4652272727272727,WEAKENING
SIE.DE,Siemens,Industrials,EU,^STOXX,CORE,264.6499938964844,0.025377712662051577,-0.021988219042224033,-0.06846185071866695,-0.04389448855601796,266.4599975585937,277.31499938964845,275.7258341471354,-0.0017739418413018336,0.0005719459614604306,-0.045670106272790445,-0.09273231806157212,-0.09273231806157212,2026-09-11,2,1.0243064842128966,0.023143775330657073,0.28456502054746813,0.06926801137578367,-0.10953941463317052,-0.5895846822214004,-0.28125317256164334,BEAR,-0.00658227176734838,-0.03791149736210364,-0.046970674154848124,-0.00658227176734838,-0.01050302810220749,-0.03791149736210364,-0.05099125529242754,-0.046970674154848124,-0.05199280914056281,^STOXX,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.004872756362557296,0.41363636363636364,0.43636363636363634,0.44545454545454544,0.4,0.6818181818181818,0.7363636363636363,0.24545454545454545,0.46386363636363637,WEAKENING
PLTR,Palantir,Software_AI,US,SPY,CORE,167.22999572753906,0.008259948825189989,-0.08382185478594972,-0.06580637473203776,0.2550093487995426,169.45,175.55499954223632,148.05733261108398,0.0022981038894906883,0.004322147441454039,-0.04742105799552787,-0.11222593798177338,-0.19414999862867954,2026-09-11,2,0.5374324353359241,0.045655691211978246,0.13506074999343953,0.14467582234654067,-0.11009767000147364,-0.7372807021905432,-0.061432920729279444,PULLBACK,-0.07233666384593318,-0.048335779305798354,0.23378011509211039,-0.07233666384593318,-0.07233666384593318,-0.048335779305798354,-0.048335779305798354,0.23378011509211039,0.23378011509211039,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.06737026110294028,0.36363636363636365,0.8909090909090909,0.06818181818181818,0.7818181818181819,0.05454545454545454,0.4681818181818182,0.5227272727272727,0.46204545454545454,WEAKENING
6645.T,Omron,Industrials,JP,^N225,CORE,6003.0,-0.004477611940298498,-0.03442174682322663,-0.14291833238149632,0.06814946619217088,6068.0,6381.4,6030.833333333333,-0.0027252852884988928,0.0015874975772558963,-0.05929733287366401,-0.17142857142857137,-0.17142857142857137,2026-09-11,2,1.2619012013359254,0.036600747245424906,0.4623556581986143,0.10350786162686977,-0.15093000141984947,-1.2605151200197735,-0.6383969159279925,BEAR,-0.018894417617209447,-0.07448291991543177,0.15242300754813587,-0.018894417617209447,-0.01935110224693859,-0.07448291991543177,-0.12520292642466035,0.15242300754813587,0.060400543701241816,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.0013078362721474501,0.2,0.7909090909090909,0.5136363636363637,0.3,0.8681818181818182,0.5227272727272727,0.07727272727272727,0.4620454545454545,WEAKENING
CCJ,Cameco,Uranium,CA,SPY,CORE,96.68000030517578,-0.007595954400309357,-0.03915724839850576,-0.010946288438099416,-0.10381903256757208,99.44400024414062,100.03000030517578,96.74233334859213,0.001642348247562628,-0.0012403642216801476,-0.03348995291192314,-0.13322575298888062,-0.28512277153033216,2026-09-11,2,0.8161917288855205,0.03892814673094661,0.025421687292962892,0.1329857073629152,-0.10339044719650314,-0.2218526788025031,-0.0020925039781345602,BEAR,-0.02767205745848922,0.006524306988139994,-0.12504826627500432,-0.02767205745848922,-0.02767205745848922,0.006524306988139994,0.006524306988139994,-0.12504826627500432,-0.12504826627500432,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.03642067628898091,0.6772727272727272,0.24545454545454545,0.18181818181818182,0.7363636363636363,0.35909090909090907,0.33181818181818185,0.7,0.45840909090909093,NEUTRAL
MCHI,China ETF,Market_CN,US,SPY,CORE,52.959999084472656,0.0030303001841676114,-0.025933416867978454,-0.02682835600141209,-0.02161466766221365,53.59199981689453,54.62150001525879,53.9281665802002,-0.00173817706095168,-3.4723243116669414e-05,-0.03041844201133226,-0.05496077410307987,-0.1990115545666914,2026-09-11,2,0.9161050539265846,0.010574008225513151,0.20977001099466053,0.034816726249204524,-0.05138341031606264,-0.2671145429398015,-0.16164025569501847,BEAR,-0.01444822592796191,-0.00935776057517268,-0.04284390136964589,-0.01444822592796191,-0.01444822592796191,-0.00935776057517268,-0.00935776057517268,-0.04284390136964589,-0.04284390136964589,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.01922632786762543,0.5909090909090909,0.45,0.2772727272727273,0.41363636363636364,0.5272727272727272,0.45454545454545453,0.36363636363636365,0.45522727272727276,WEAKENING
XLU,Utilities ETF,Utilities,US,SPY,CORE,42.38999938964844,-0.0030574098474991374,-0.01487333041609018,-0.03746597392320128,-0.053247261009191194,42.876000213623044,43.19450016021729,44.38556512196859,-0.0009020947653276832,-0.0003320004057210765,-0.0186250742012245,-0.050615947569914055,-0.10583358722307357,2026-09-11,2,0.76590544696872,0.014474425651056846,0.27004932259474307,0.03892968255203253,-0.04694203941750408,-0.3343521701806083,-0.25989579711547295,BEAR,-0.003388139476073637,-0.01999537849696187,-0.07447649471662343,-0.003388139476073637,-0.003388139476073637,-0.01999537849696187,-0.01999537849696187,-0.07447649471662343,-0.07447649471662343,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.0055068369352898605,0.5318181818181819,0.36818181818181817,0.43636363636363634,0.5227272727272727,0.2863636363636364,0.7,0.2636363636363636,0.44931818181818184,WEAKENING
ORCL,Oracle,Cloud_AI,US,SPY,CORE,150.27999877929688,-0.017392465147425762,-0.024409209755363093,-0.038023315804577296,-0.1992629031582721,157.2300018310547,149.37799987792968,143.82197634379068,0.002302866176406691,-0.0068747570781773504,0.0060383651013153905,-0.11962506463978928,-0.5408071495489314,2026-09-11,2,2.9805039349125457,0.04984980690080322,0.07599798059228931,0.13729224368647122,-0.09537827282073885,-0.6056433148503181,-0.021047767441035002,STRONG_UP,-0.01292401881534655,-0.020552720378337885,-0.22049213686570435,-0.01292401881534655,-0.01292401881534655,-0.020552720378337885,-0.020552720378337885,-0.22049213686570435,-0.22049213686570435,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.014903380804218769,0.5227272727272727,0.1,0.32727272727272727,0.7863636363636364,0.990909090909091,0.02727272727272727,0.6272727272727273,0.44295454545454555,WEAKENING
BOTZ,Robotics AI ETF,Industrials,US,SPY,CORE,35.279998779296875,0.014959737712114451,-0.014800406972043434,-0.0671602574305401,-0.06817213652885645,35.35599975585937,35.88900012969971,36.163333129882815,-0.0025635830781827297,-0.0015917529617342613,-0.01696902527799482,-0.07218941844654092,-0.15373667142665892,2026-09-11,2,1.5896222492686134,0.015488357264267581,0.3060246567686617,0.06253565895632551,-0.08090960861931962,-0.6217461423109416,-0.3286556034058882,BEAR,-0.003315216032026891,-0.049689662004300694,-0.08940137023628869,-0.003315216032026891,-0.003315216032026891,-0.049689662004300694,-0.049689662004300694,-0.08940137023628869,-0.08940137023628869,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.0019896573855915922,0.3409090909090909,0.3181818181818182,0.5272727272727272,0.31363636363636366,0.9590909090909091,0.5681818181818182,0.22727272727272727,0.43477272727272726,WEAKENING
S,SentinelOne,Cybersecurity,US,SPY,CORE,19.75,-0.003028746469455168,-0.002525214090259187,-0.17156040798699035,0.31403861283341095,19.661999893188476,20.863999938964845,19.322666454315186,-0.004008488278105698,0.0037440623323973504,-0.05339340213879029,-0.17536537073679725,-0.17536537073679725,2026-09-11,2,0.710422475866219,0.053312843143401054,0.3143737032662736,0.17768826384917258,-0.18498321389202643,-1.5614735739625054,-0.3035320376506346,PULLBACK,0.008959976849757356,-0.15408981256075094,0.2928093791259787,0.008959976849757356,0.008959976849757356,-0.15408981256075094,-0.15408981256075094,0.2928093791259787,0.2928093791259787,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.0403648879064884,0.022727272727272728,0.9454545454545454,0.8227272727272728,0.18636363636363637,0.22272727272727272,0.5045454545454545,0.23636363636363636,0.43318181818181817,NEUTRAL
